a,b,c
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.444,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.444,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.444,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.444,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.442,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide']"
SVC gamma,0.442,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.442,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.442,"['volatile acidity', 'citric acid', 'residual sugar', 'pH']"
SVC gamma,0.442,"['volatile acidity', 'residual sugar', 'pH', 'sulphates']"
SVC gamma,0.442,"['citric acid', 'residual sugar', 'pH', 'sulphates']"
SVC gamma,0.442,"['residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.442,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.442,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.442,"['volatile acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates']"
SVC gamma,0.442,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.442,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.442,"['residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.442,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.442,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.442,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.442,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.442,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.442,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.442,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.442,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.442,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.442,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.442,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.442,"['fixed acidity', 'volatile acidity', 'citric acid', 'sulphates']"
RandomForestClassifier,0.442,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.442,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.442,"['residual sugar', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.442,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.442,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.442,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.442,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.442,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.442,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.442,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.442,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.442,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.442,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.442,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.442,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.442,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.442,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.442,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.442,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.442,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.442,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density']"
SVC gamma,0.44,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density']"
SVC gamma,0.44,"['fixed acidity', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.44,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH']"
SVC gamma,0.44,"['volatile acidity', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.44,"['citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.44,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.44,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.44,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.44,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.44,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.44,"['fixed acidity', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.44,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.44,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide']"
RandomForestClassifier,0.44,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.44,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.44,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.44,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.44,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.44,"['volatile acidity', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.44,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.44,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.44,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.44,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.44,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.44,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.44,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.44,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.44,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.44,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.44,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.44,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'pH']"
SVC gamma,0.438,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH']"
SVC gamma,0.438,"['fixed acidity', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.438,"['fixed acidity', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.438,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.438,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.438,"['fixed acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.438,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.438,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.438,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.438,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.438,"['fixed acidity', 'free sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.438,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide']"
RandomForestClassifier,0.438,"['volatile acidity', 'citric acid', 'density', 'pH']"
RandomForestClassifier,0.438,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.438,"['volatile acidity', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.438,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.438,"['fixed acidity', 'volatile acidity', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.438,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.438,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.438,"['volatile acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.438,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.438,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.438,"['citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.438,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.438,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.438,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.438,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.436,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'pH']"
SVC gamma,0.436,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'pH']"
SVC gamma,0.436,"['fixed acidity', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.436,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH']"
SVC gamma,0.436,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.436,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.436,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.436,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH']"
RandomForestClassifier,0.436,"['total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'citric acid', 'pH', 'sulphates']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'residual sugar', 'pH', 'alcohol']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.436,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH']"
RandomForestClassifier,0.436,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.436,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.436,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.436,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.436,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.434,"['fixed acidity', 'residual sugar', 'pH', 'alcohol']"
SVC gamma,0.434,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.434,"['fixed acidity', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.434,"['total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.434,"['fixed acidity', 'volatile acidity', 'residual sugar', 'pH', 'alcohol']"
SVC gamma,0.434,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.434,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.434,"['fixed acidity', 'citric acid', 'residual sugar', 'pH', 'alcohol']"
SVC gamma,0.434,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.434,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH']"
